"region_bld","fuel_heat_f","value","scaling_factor"
"C-EEU-BGR","district_heat",-2.34802664086759,0.305284387097298
"C-EEU-BGR","electricity",-2.72210246920275,0.305284387097298
"C-EEU-BGR","gas",-2.23994218057634,0.305284387097298
"C-EEU-BGR","heat_pump",-4.59981813039097,0.305284387097298
"C-EEU-BGR","biomass_solid",0,0.305284387097298
"C-EEU-CZE","district_heat",-2.31082834591911,0.261475627206806
"C-EEU-CZE","gas",-1.51105050667307,0.261475627206806
"C-EEU-CZE","heat_pump",-2.12533819129869,0.261475627206806
"C-EEU-CZE","biomass_solid",0,0.261475627206806
"C-EEU-EST","district_heat",-2.31029427368813,0.196149055836572
"C-EEU-EST","electricity",-2.66106087622744,0.196149055836572
"C-EEU-EST","gas",-3.77265093777215,0.196149055836572
"C-EEU-EST","heat_pump",-5.29400839699696,0.196149055836572
"C-EEU-EST","biomass_solid",0,0.196149055836572
"C-EEU-HUN","district_heat",-1.88715780447567,0.230637712918016
"C-EEU-HUN","heat_pump",-3.04500773620957,0.230637712918016
"C-EEU-HUN","gas",0,0.230637712918016
"C-EEU-LTU","biomass_solid",0.119278359891913,0.24742516193148
"C-EEU-LTU","gas",-0.669043392786386,0.24742516193148
"C-EEU-LTU","heat_pump",-0.133122122292956,0.24742516193148
"C-EEU-LTU","district_heat",0,0.24742516193148
"C-EEU-LVA","biomass_solid",-0.091226939368021,0.166606612053209
"C-EEU-LVA","gas",-1.90065831334666,0.166606612053209
"C-EEU-LVA","heat_pump",-3.8740421160451,0.166606612053209
"C-EEU-LVA","district_heat",0,0.166606612053209
"C-EEU-POL","biomass_solid",0.658401686571834,0.221742402789074
"C-EEU-POL","district_heat",-0.897402129289101,0.221742402789074
"C-EEU-POL","heat_pump",-0.700694031826865,0.221742402789074
"C-EEU-POL","gas",0,0.221742402789074
"C-EEU-ROU","biomass_solid",1.81686190411405,0.298894646287438
"C-EEU-ROU","heat_pump",-3.10866905138271,0.298894646287438
"C-EEU-ROU","gas",0,0.298894646287438
"C-EEU-SVK","biomass_solid",0.757249083340456,0.223797767956904
"C-EEU-SVK","district_heat",-1.40393812218832,0.223797767956904
"C-EEU-SVK","electricity",-1.06635669517248,0.223797767956904
"C-EEU-SVK","heat_pump",-0.819385507262372,0.223797767956904
"C-EEU-SVK","gas",0,0.223797767956904
"C-EEU-SVN","district_heat",-1.48455206816309,0.261302217977336
"C-EEU-SVN","electricity",-0.823867675129209,0.261302217977336
"C-EEU-SVN","gas",-1.24375094887531,0.261302217977336
"C-EEU-SVN","heat_pump",-0.453790397728344,0.261302217977336
"C-EEU-SVN","oil",-0.97638242465222,0.261302217977336
"C-EEU-SVN","biomass_solid",0,0.261302217977336
"C-WEU-AUT","district_heat",-1.32988759988588,0.135262965732581
"C-WEU-AUT","electricity",-0.252987703269076,0.135262965732581
"C-WEU-AUT","gas",-0.913606751528434,0.135262965732581
"C-WEU-AUT","heat_pump",-0.859729543967374,0.135262965732581
"C-WEU-AUT","oil",-0.988938931268122,0.135262965732581
"C-WEU-AUT","biomass_solid",0,0.135262965732581
"C-WEU-BEL","biomass_solid",-0.386053128719387,0.157293180304855
"C-WEU-BEL","heat_pump",-0.611702698922104,0.157293180304855
"C-WEU-BEL","oil",0.352757932107402,0.157293180304855
"C-WEU-BEL","gas",0,0.157293180304855
"C-WEU-CYP","biomass_solid",-1.7215121588455,0.505690181757598
"C-WEU-CYP","electricity",-1.26646059102079,0.505690181757598
"C-WEU-CYP","heat_pump",0,0.505690181757598
"C-WEU-DEU","biomass_solid",-0.094625713621047,0.128202614893707
"C-WEU-DEU","district_heat",-2.04867874969299,0.128202614893707
"C-WEU-DEU","heat_pump",-0.830472406577964,0.128202614893707
"C-WEU-DEU","oil",-1.597697540934,0.128202614893707
"C-WEU-DEU","gas",0,0.128202614893707
"C-WEU-DNK","biomass_solid",-0.700010012493112,0.121995360328507
"C-WEU-DNK","gas",-1.40501516022218,0.121995360328507
"C-WEU-DNK","heat_pump",-0.0360114183497681,0.121995360328507
"C-WEU-DNK","district_heat",0,0.121995360328507
"C-WEU-ESP","biomass_solid",-0.725968374447,0.188733297713404
"C-WEU-ESP","electricity",-0.172996793962862,0.188733297713404
"C-WEU-ESP","heat_pump",-0.737816458948191,0.188733297713404
"C-WEU-ESP","oil",-0.531941257268597,0.188733297713404
"C-WEU-ESP","gas",0,0.188733297713404
"C-WEU-FIN","biomass_solid",0.672298214631078,0.18512409267643
"C-WEU-FIN","electricity",1.69683851796816,0.18512409267643
"C-WEU-FIN","heat_pump",0.279613840865677,0.18512409267643
"C-WEU-FIN","district_heat",0,0.18512409267643
"C-WEU-FRA","biomass_solid",-0.210561375941675,0.193712251601182
"C-WEU-FRA","district_heat",-2.52693688498047,0.193712251601182
"C-WEU-FRA","electricity",-1.04841161634257,0.193712251601182
"C-WEU-FRA","gas",-0.960937885351518,0.193712251601182
"C-WEU-FRA","heat_pump",0,0.193712251601182
"C-WEU-GRC","biomass_solid",-0.346063475552874,0.244062101824388
"C-WEU-GRC","heat_pump",-0.279617562438018,0.244062101824388
"C-WEU-GRC","oil",0.585709206150504,0.244062101824388
"C-WEU-GRC","gas",0,0.244062101824388
"C-WEU-HRV","district_heat",-3.11141758725049,0.213069317371933
"C-WEU-HRV","gas",-1.95136790025882,0.213069317371933
"C-WEU-HRV","heat_pump",-3.84960139194095,0.213069317371933
"C-WEU-HRV","biomass_solid",0,0.213069317371933
"C-WEU-IRL","electricity",-0.188766698325198,0.166423353080016
