"region_bld","fuel_heat_f","value","scaling_factor"
"C-WEU-GRC","gas",-3.82687487691264,0.323930425101877
"C-WEU-GRC","heat_pump",-4.84713260839407,0.323930425101877
"C-WEU-GRC","oil",0,0.323930425101877
"C-WEU-IRL","coal",-69.2762202080751,2.45837502055139
"C-WEU-IRL","electricity",4.51360028131463,2.45837502055139
"C-WEU-IRL","gas",-17.7575478583234,2.45837502055139
"C-WEU-IRL","heat_pump",-9.96265561463496,2.45837502055139
"C-WEU-IRL","oil",0,2.45837502055139
"C-WEU-ITA","biomass_solid",-1.667707655869,0.269959124599748
"C-WEU-ITA","district_heat",-2.28718794133263,0.269959124599748
"C-WEU-ITA","heat_pump",-2.20564356338498,0.269959124599748
"C-WEU-ITA","oil",-0.0654526573521625,0.269959124599748
"C-WEU-ITA","gas",0,0.269959124599748
"C-WEU-LUX","heat_pump",3.91013561925681,1.69474551528024
"C-WEU-LUX","oil",11.9621797906221,1.69474551528024
"C-WEU-LUX","gas",0,1.69474551528024
"C-WEU-MLT","biomass_solid",-3.68912803557238,0.53410878714485
"C-WEU-MLT","electricity",-1.51574137162779,0.53410878714485
"C-WEU-MLT","heat_pump",-3.13394486578871,0.53410878714485
"C-WEU-MLT","oil",0,0.53410878714485
"C-WEU-NLD","biomass_solid",-3.19722474700112,0.171729387321491
"C-WEU-NLD","district_heat",-2.95346795948646,0.171729387321491
"C-WEU-NLD","heat_pump",-3.28989006146724,0.171729387321491
"C-WEU-NLD","gas",0,0.171729387321491
"C-WEU-PRT","gas",0.765487702260849,0.347877538968791
"C-WEU-PRT","heat_pump",-1.75096737258871,0.347877538968791
"C-WEU-PRT","oil",1.39726544334636,0.347877538968791
"C-WEU-PRT","biomass_solid",0,0.347877538968791
"C-WEU-SWE","biomass_solid",0.548550898678748,1.71621907521814
"C-WEU-SWE","heat_pump",9.66271373075966,1.71621907521814
"C-WEU-SWE","district_heat",0,1.71621907521814
